symbol,company_name,isin,series,listing_date,face_value,industry,sector,basic_industry,macro,is_fno,last_price,previous_close,year_high,year_low,ffmc,pct_change_30d,pct_change_365d,fetched_at
SHIVAMILLS,Shiva Mills Limited,INE644Y01017,EQ,26-FEB-2018,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHIVATEX,Shiva Texyarn Limited,INE705C01020,EQ,26-DEC-2017,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHIVAUM,Shiv Aum Steels Limited,INE719F01016,BE,14-NOV-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHK,S H Kelkar and Company Limited,INE500L01026,EQ,16-NOV-2015,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHOPERSTOP,Shoppers Stop Limited,INE498B01024,EQ,23-MAY-2005,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHRADHA,Shradha Realty Limited,INE715Y01031,EQ,22-OCT-2020,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,INE232A01011,EQ,28-JAN-2020,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHREECEM,SHREE CEMENT LIMITED,INE070A01015,EQ,26-APR-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHREEJISPG,Shreeji Shipping Global Limited,INE1B6101010,EQ,26-AUG-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,INE712K01011,EQ,10-SEP-2015,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHREERAMA,Shree Rama Multi-Tech Limited,INE879A01019,EQ,13-MAR-2000,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHRENIK,Shrenik Limited,INE632X01030,BZ,02-AUG-2019,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHREYANIND,Shreyans Industries Limited,INE231C01019,EQ,06-NOV-1996,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHRINGARMS,Shringar House of Mangalsutra Limited,INE1B3L01017,EQ,17-SEP-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHRIPISTON,Shriram Pistons & Rings Limited,INE526E01018,EQ,02-JUN-2016,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHRIRAMFIN,Shriram Finance Limited,INE721A01047,EQ,11-DEC-1996,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHRIRAMPPS,Shriram Properties Limited,INE217L01019,EQ,20-DEC-2021,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHYAMCENT,Shyam Century Ferrous Limited,INE979R01011,EQ,28-JUL-2015,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011,EQ,24-JUN-2021,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SHYAMTEL,Shyam Telecom Limited,INE635A01023,EQ,06-NOV-2006,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SICALLOG,Sical Logistics Limited,INE075B01020,BE,12-OCT-2023,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SIEMENS,Siemens Limited,INE003A01024,EQ,06-SEP-1995,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SIGACHI,Sigachi Industries Limited,INE0D0K01022,EQ,15-NOV-2021,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SIGIND,Signet Industries Limited,INE529F01035,EQ,29-AUG-2018,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SIGMA,Sigma Solve Limited,INE0A0S01028,EQ,09-JUN-2023,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,INE933B01012,EQ,19-JUL-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SIGNATURE,Signatureglobal (India) Limited,INE903U01023,EQ,27-SEP-2023,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SIGNPOST,Signpost India Limited,INE0KGZ01021,EQ,14-FEB-2024,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SIKKO,Sikko Industries Limited,INE112X01025,EQ,22-OCT-2021,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SIL,Standard Industries Limited,INE173A01025,EQ,27-JAN-2004,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SILGO,Silgo Retail Limited,INE01II01013,EQ,03-MAR-2021,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SILINV,SIL Investments Limited,INE923A01015,EQ,22-MAY-1996,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SILLYMONKS,Silly Monks Entertainment Limited,INE203Y01012,EQ,08-JUL-2020,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SILVERTUC,Silver Touch Technologies Limited,INE625X01026,EQ,12-MAY-2022,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SIMBHALS,Simbhaoli Sugars Limited,INE748T01016,BZ,14-MAR-2016,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SIMPLEXINF,Simplex Infrastructures Limited,INE059B01024,EQ,09-MAR-2004,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SINCLAIR,Sinclairs Hotels Limited,INE985A01022,EQ,10-APR-2024,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SINDHUTRAD,Sindhu Trade Links Limited,INE325D01025,EQ,20-JUN-2023,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SINGERIND,Singer India Limited,INE638A01035,EQ,19-MAR-2026,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SINTERCOM,Sintercom India Limited,INE129Z01016,EQ,07-OCT-2020,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SIRCA,Sirca Paints India Limited,INE792Z01011,EQ,22-JUL-2019,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SIS,SIS LIMITED,INE285J01028,EQ,10-AUG-2017,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SITINET,Siti Networks Limited,INE965H01011,BZ,10-JAN-2007,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SIYSIL,Siyaram Silk Mills Limited,INE076B01028,EQ,29-JAN-2007,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SJS,S.J.S. Enterprises Limited,INE284S01014,EQ,15-NOV-2021,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SJVN,SJVN Limited,INE002L01015,EQ,20-MAY-2010,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SKFINDIA,SKF India Limited,INE640A01023,EQ,27-JAN-1999,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SKFINDUS,SKF India (Industrial) Limited,INE2J8701016,EQ,05-DEC-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SKIPPER,Skipper Limited,INE439E01022,EQ,27-MAY-2015,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SKMEGGPROD,SKM Egg Products Export (India) Limited,INE411D01023,EQ,14-MAR-1997,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,INE01IU01018,EQ,06-JAN-2023,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SMARTLINK,Smartlink Holdings Limited,INE178C01020,EQ,11-APR-2001,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SMARTWORKS,Smartworks Coworking Spaces Limited,INE0NAZ01010,EQ,17-JUL-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SMCGLOBAL,SMC Global Securities Limited,INE103C01036,EQ,24-FEB-2021,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SMLMAH,SML Mahindra Limited,INE294B01019,EQ,29-AUG-2003,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SMLT,Sarthak Metals Limited,INE017W01010,EQ,25-NOV-2021,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SMSPHARMA,SMS Pharmaceuticals Limited,INE812G01025,EQ,28-FEB-2007,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SNOWMAN,Snowman Logistics Limited,INE734N01019,EQ,12-SEP-2014,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SOBHA,Sobha Limited,INE671H01015,EQ,20-DEC-2006,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SOFTTECH,Softtech Engineers Limited,INE728Z01015,BE,25-FEB-2022,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SOLARA,Solara Active Pharma Sciences Limited,INE624Z01016,EQ,27-JUN-2018,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SOLARINDS,Solar Industries India Limited,INE343H01029,EQ,03-APR-2006,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SOLARWORLD,Solarworld Energy Solutions Limited,INE0TY101024,EQ,30-SEP-2025,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SOLEX,Solex Energy Limited,INE880Y01017,EQ,08-OCT-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SOMANYCERA,Somany Ceramics Limited,INE355A01028,EQ,22-NOV-1995,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SOMATEX,Soma Textiles & Industries Limited,INE314C01013,BE,14-AUG-1996,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SOMICONVEY,Somi Conveyor Beltings Limited,INE323J01019,EQ,18-JUL-2016,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018,EQ,24-JUN-2021,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SONAMLTD,SONAM LIMITED,INE00LM01029,EQ,07-APR-2022,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SONATSOFTW,Sonata Software Limited,INE269A01021,EQ,28-JUL-1999,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SOTL,Savita Oil Technologies Limited,INE035D01020,EQ,28-JUN-1995,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SOUTHBANK,The South Indian Bank Limited,INE683A01023,EQ,08-DEC-1998,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SOUTHWEST,South West Pinnacle Exploration Limited,INE980Y01015,EQ,18-APR-2019,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SPAL,S. P. Apparels Limited,INE212I01016,EQ,12-AUG-2016,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SPANDANA,Spandana Sphoorty Financial Limited,INE572J01011,EQ,19-AUG-2019,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SPARC,Sun Pharma Advanced Research Company Limited,INE232I01014,EQ,18-JUL-2007,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SPCENET,Spacenet Enterprises India Limited,INE970N01027,EQ,10-JAN-2017,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SPECIALITY,Speciality Restaurants Limited,INE247M01014,EQ,30-MAY-2012,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SPECTRUM,Spectrum Electrical Industries Limited,INE01EO01010,EQ,28-MAR-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SPENCERS,Spencer's Retail Limited,INE020801028,EQ,25-JAN-2019,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SPIC,Southern Petrochemicals Industries Corporation  Limited,INE147A01011,EQ,10-JAN-1996,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SPLIL,SPL Industries Limited,INE978G01016,EQ,26-JUL-2005,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SPLPETRO,Supreme Petrochem Limited,INE663A01033,EQ,24-MAY-2022,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SPMLINFRA,SPML Infra Limited,INE937A01023,EQ,14-FEB-1996,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SPORTKING,Sportking India Limited,INE885H01029,EQ,24-AUG-2022,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SRD,Shankar Lal Rampal Dye-Chem Limited,INE01NE01012,EQ,09-OCT-2024,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SREEL,Sreeleathers Limited,INE099F01013,EQ,01-JAN-2014,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SRF,SRF Limited,INE647A01010,EQ,18-AUG-2003,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SRGHFL,SRG Housing Finance Limited,INE559N01010,EQ,21-AUG-2023,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,INE917H01012,EQ,08-MAY-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SRM,SRM Contractors Limited,INE0R6Z01013,EQ,03-APR-2024,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SRTL,Shree Ram Twistex Limited,INE19GK01015,EQ,02-MAR-2026,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SSDL,Saraswati Saree Depot Limited,INE0PQ101010,EQ,20-AUG-2024,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SSWL,Steel Strips Wheels Limited,INE802C01033,EQ,06-JUN-2005,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STALLION,Stallion India Fluorochemicals Limited,INE0RYC01010,EQ,23-JAN-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STANLEY,Stanley Lifestyles Limited,INE01A001028,EQ,28-JUN-2024,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STAR,Strides Pharma Science Limited,INE939A01011,EQ,02-FEB-2000,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STARCEMENT,Star Cement Limited,INE460H01021,EQ,16-JUN-2017,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011,EQ,10-DEC-2021,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STARPAPER,Star Paper Mills Limited,INE733A01018,EQ,13-SEP-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STARTECK,Starteck Finance Limited,INE992I01013,EQ,04-MAY-2022,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STCINDIA,The State Trading Corporation of India Limited,INE655A01013,EQ,01-APR-2003,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STEELCAS,Steelcast Limited,INE124E01038,EQ,23-NOV-2021,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STEELCITY,Steel City Securities Limited,INE395H01011,EQ,27-JUN-2019,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STEELXIND,STEEL EXCHANGE INDIA LIMITED,INE503B01021,EQ,20-JUL-2017,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STEL,Stel Holdings Limited,INE577L01016,EQ,09-FEB-2011,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STERTOOLS,Sterling Tools Limited,INE334A01023,EQ,02-FEB-2006,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STLNETWORK,STL Networks Limited,INE1VXE01018,EQ,04-SEP-2025,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STLTECH,Sterlite Technologies Limited,INE089C01029,EQ,08-DEC-2000,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STOVEKRAFT,Stove Kraft Limited,INE00IN01015,EQ,05-FEB-2021,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STUDDS,Studds Accessories Limited,INE00Q601028,EQ,07-NOV-2025,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STYL,Seshaasai Technologies Limited,INE04VU01023,EQ,30-SEP-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STYLAMIND,Stylam Industries Limited,INE239C01020,EQ,02-AUG-2021,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STYLEBAAZA,Baazar Style Retail Limited,INE01FR01028,EQ,06-SEP-2024,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
STYRENIX,Styrenix Performance Materials Limited,INE189B01011,EQ,29-MAR-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUBEXLTD,Subex Limited,INE754A01055,EQ,05-NOV-2020,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUBROS,Subros Limited,INE287B01021,EQ,13-JUL-2005,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUDARCOLOR,Sudarshan Colorants India Limited,INE492A01029,EQ,14-JUN-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUDARSCHEM,Sudarshan Chemical Industries Limited,INE659A01023,EQ,25-MAY-1995,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUDEEPPHRM,Sudeep Pharma Limited,INE0QPI01025,EQ,28-NOV-2025,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUKHJITS,Sukhjit Starch & Chemicals Limited,INE450E01029,EQ,07-NOV-2022,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SULA,Sula Vineyards Limited,INE142Q01026,EQ,22-DEC-2022,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUMEETINDS,Sumeet Industries Limited,INE235C01036,EQ,10-DEC-2010,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUMICHEM,Sumitomo Chemical India Limited,INE258G01013,EQ,27-JAN-2020,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUMIT,Sumit Woods Limited,INE748Z01013,EQ,30-JUL-2019,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUMMITSEC,Summit Securities Limited,INE519C01017,EQ,28-JAN-2011,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUNCLAY,Sundaram Clayton Limited,INE0Q3R01026,EQ,29-DEC-2023,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUNDARAM,Sundaram Multi Pap Limited,INE108E01023,EQ,02-JUN-2010,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUNDARMFIN,Sundaram Finance Limited,INE660A01013,EQ,07-JAN-1998,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUNDRMBRAK,Sundaram Brake Linings Limited,INE073D01013,EQ,17-JUL-1996,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUNDRMFAST,Sundram Fasteners Limited,INE387A01021,EQ,07-JUN-2000,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUNDROP,Sundrop Brands Limited,INE209A01019,EQ,06-DEC-2002,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUNFLAG,Sunflag Iron And Steel Company Limited,INE947A01014,EQ,29-SEP-2005,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01036,EQ,08-FEB-1995,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUNTECK,Sunteck Realty Limited,INE805D01034,EQ,13-NOV-2009,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUNTV,Sun TV Network Limited,INE424H01027,EQ,24-APR-2006,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUPERHOUSE,Superhouse Limited,INE712B01010,EQ,26-SEP-2014,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUPERSPIN,Super Spinning Mills Limited,INE662A01027,EQ,08-JUL-2004,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUPRAJIT,Suprajit Engineering Limited,INE399C01030,EQ,18-FEB-2005,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUPREME,Supreme Holdings & Hospitality (India) Limited,INE822E01011,EQ,03-FEB-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUPREMEENG,Supreme Engineering Limited,INE319Z01021,BZ,04-DEC-2020,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUPREMEIND,Supreme Industries Limited,INE195A01028,EQ,19-JUL-1995,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUPREMEINF,Supreme Infrastructure India Limited,INE550H01011,BZ,18-OCT-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUPRIYA,Supriya Lifescience Limited,INE07RO01027,EQ,28-DEC-2021,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SURAJEST,Suraj Estate Developers Limited,INE843S01025,EQ,26-DEC-2023,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SURAJLTD,Suraj Limited,INE713C01016,EQ,29-AUG-2024,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SURAKSHA,Suraksha Diagnostic Limited,INE877V01027,EQ,06-DEC-2024,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SURANASOL,Surana Solar Limited,INE272L01022,EQ,07-JAN-2011,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SURANAT&P,Surana Telecom and Power Limited,INE130B01031,EQ,22-MAY-2002,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SURYALAXMI,Suryalakshmi Cotton Mills Limited,INE713B01026,EQ,15-JUN-2005,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SURYAROSNI,Surya Roshni Limited,INE335A01020,EQ,10-MAY-1995,5.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SURYODAY,Suryoday Small Finance Bank Limited,INE428Q01011,EQ,26-MAR-2021,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUTLEJTEX,Sutlej Textiles and Industries Limited,INE645H01027,EQ,14-DEC-2006,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUVEN,Suven Life Sciences Limited,INE495B01038,EQ,23-OCT-2003,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUVIDHAA,Suvidhaa Infoserve Limited,INE018401013,BE,31-MAR-2021,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUYOG,Suyog Telematics Limited,INE442P01014,EQ,20-AUG-2024,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SUZLON,Suzlon Energy Limited,INE040H01021,EQ,19-OCT-2005,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SVLL,Shree Vasu Logistics Limited,INE00CE01017,EQ,21-APR-2023,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,INE308E01029,EQ,14-JUL-2021,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SWANCORP,SWAN CORP LIMITED,INE665A01038,EQ,29-MAY-2012,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SWANDEF,Swan Defence and Heavy Industries Limited,INE542F01020,BE,20-JAN-2025,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SWARAJENG,Swaraj Engines Limited,INE277A01016,EQ,06-DEC-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SWELECTES,Swelect Energy Systems Limited,INE409B01013,EQ,09-MAY-2006,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SWIGGY,Swiggy Limited,INE00H001014,EQ,13-NOV-2024,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SWSOLAR,Sterling and Wilson Renewable Energy Limited,INE00M201021,EQ,20-AUG-2019,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SYMPHONY,Symphony Limited,INE225D01027,EQ,15-JUN-2011,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SYNCOMF,Syncom Formulations (India) Limited,INE312C01025,EQ,18-NOV-2022,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SYNGENE,Syngene International Limited,INE398R01022,EQ,11-AUG-2015,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SYRMA,Syrma SGS Technology Limited,INE0DYJ01015,EQ,26-AUG-2022,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
SYSTMTXC,Systematix Corporate Services Limited,INE356B01024,EQ,06-OCT-2025,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,INE123C01018,EQ,27-JUL-1995,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
TAJGVK,Taj GVK Hotels & Resorts Limited,INE586B01026,EQ,20-DEC-2000,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
TAKE,Take Solutions Limited,INE142I01023,BE,27-AUG-2007,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
TALBROAUTO,Talbros Automotive Components Limited,INE187D01029,EQ,29-SEP-2006,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
TANLA,Tanla Platforms Limited,INE483C01032,EQ,05-JAN-2007,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
TARACHAND,Tara Chand InfraLogistic Solutions Limited,INE555Z01020,EQ,16-APR-2024,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
TARAPUR,Tarapur Transformers Limited,INE747K01017,EQ,18-MAY-2010,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
TARC,TARC Limited,INE0EK901012,EQ,18-DEC-2020,2.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
TARIL,Transformers And Rectifiers (India) Limited,INE763I01026,EQ,28-DEC-2007,1.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
TARMAT,Tarmat Limited,INE924H01018,BE,09-JUL-2007,10.0,,,,,,,,,,,,,2026-04-17T07:40:53.841423+00:00
