symbol,isin,company_name,is_owner_company,stage1_promoter_ge_10,owner_family,owner_flag,owner_flag_final_hybrid,yaml_classification,promoter_total_pct,natural_pct_sum,in_rev1,rev1_category,is_nifty50,is_nifty100,is_nifty200,is_nifty500,is_nifty_total_mkt
UJJIVANSFB,INE551W01018,Ujjivan Small Finance Bank Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,0.07,0.07,True,Professional,False,False,False,False,True
UNIONBANK,INE692A01016,Union Bank of India,False,True,,excluded_state_dominant,NOT_OWNER,STATE,74.76,0.0,True,State,False,True,True,True,True
UNITDSPR,INE854D01024,United Spirits Limited,False,True,,ambiguous_mnc_jv_candidate,NOT_OWNER,UNKNOWN,56.67,0.01,True,MNC,False,True,True,True,True
UTIAMC,INE094J01016,UTI Asset Management Company Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,0.06,0.06,True,Professional,False,False,False,True,True
UTKARSHBNK,INE735W01017,Utkarsh Small Finance Bank Limited,False,True,,owner_confirmed_director_only,NOT_OWNER,PROFESSIONAL,42.67,0.06,True,abb,False,False,False,False,False
VIYASH,INE807F01027,Viyash Scientific Limited,False,True,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,61.41,3.2,False,,False,False,False,False,True
VOLTAS,INE226A01021,Voltas Limited,False,True,,ambiguous_holding_indian,NOT_OWNER,PROFESSIONAL,30.3,0.0,True,Professional,False,False,True,True,True
WHIRLPOOL,INE716A01013,Whirlpool of India Limited,False,True,,owner_confirmed_director_only,NOT_OWNER,MNC,39.76,0.01,True,MNC,False,False,False,True,True
YESBANK,INE528G01035,Yes Bank Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,True,True,True
ZEEL,INE256A01028,Zee Entertainment Enterprises Limited,False,False,,excluded_low_promoter,NOT_OWNER,UNKNOWN,3.99,0.49,True,Owner,False,False,False,True,True
ZFCVINDIA,INE342J01019,ZF Commercial Vehicle Control Systems India Limited,False,True,,excluded_no_natural_no_holding,NOT_OWNER,UNKNOWN,60.0,0.01,True,MNC,False,False,False,True,True
,INE001A01036,HOUSING DEVELOPMENT FINANCE,False,False,,rev1_label_only_professional,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,False,False,False
,INE043D01016,IDFC LTD,False,False,,rev1_label_only_professional,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,False,False,False
,INE0BWS23018,ALTIUS TELECOM INFRASTRUCTUR,False,False,,rev1_label_only_professional,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,False,False,False
,INE0FDU25010,BROOKFIELD INDIA REAL ESTATE,False,False,,rev1_label_only_mnc,NOT_OWNER,UNKNOWN,0.0,0.0,True,MNC,False,False,False,False,False
,INE0GGX23010,POWERGRID INFRASTRUCTURE INV,False,False,,rev1_label_only_state,NOT_OWNER,UNKNOWN,0.0,0.0,True,State,False,False,False,False,False
,INE0NDH25011,NEXUS SELECT TRUST,False,False,,rev1_label_only_professional,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,False,False,False
,INE334L01012,UJJIVAN FINANCIAL SERVICES L,False,False,,rev1_label_only_professional,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,False,False,False
,INE493A01027,TATA COFFEE LTD,False,False,,rev1_label_only_professional,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,False,False,False
,INE763G01038,ICICI SECURITIES LTD,False,False,,rev1_label_only_professional,NOT_OWNER,UNKNOWN,0.0,0.0,True,Professional,False,False,False,False,False
,INE041025011,EMBASSY OFFICE PARKS REIT,False,False,,rev1_label_only_owner,OWNER,UNKNOWN,0.0,0.0,True,Owner,False,False,False,False,False
,INE0CCU25019,MINDSPACE BUSINESS PARKS REI,False,False,,rev1_label_only_owner,OWNER,UNKNOWN,0.0,0.0,True,Owner,False,False,False,False,False
,INE140A01024,PIRAMAL ENTERPRISES LTD,False,False,,rev1_label_only_owner,OWNER,UNKNOWN,0.0,0.0,True,Owner,False,False,False,False,False
,INE274G01010,DHANI SERVICES LTD,False,False,,rev1_label_only_owner,OWNER,UNKNOWN,0.0,0.0,True,Owner,False,False,False,False,False
,INE455F01025,JAIPRAKASH ASSOCIATES LTD,False,False,,rev1_label_only_owner,OWNER,UNKNOWN,0.0,0.0,True,Owner,False,False,False,False,False
,INE752P01024,FUTURE RETAIL LTD,False,False,,rev1_label_only_owner,OWNER,UNKNOWN,0.0,0.0,True,Owner,False,False,False,False,False
,INE778U01029,TCNS CLOTHING CO LTD,False,False,,rev1_label_only_owner,OWNER,UNKNOWN,0.0,0.0,True,Owner,False,False,False,False,False
,INE886H01027,TV18 BROADCAST LTD,False,False,,rev1_label_only_owner,OWNER,UNKNOWN,0.0,0.0,True,Owner,False,False,False,False,False
IDEA,INE669E01016,Vodafone Idea Limited,False,True,Birla,excluded_state_dominant,NOT_OWNER,STATE,25.64,0.09,True,State,False,False,True,True,True
